bedroom,bathrooms,area,furnishing,floor_number,parking,powerbackup,gate_community,location,rent,location_encoded,furnishing_encoded
2,2,1000.0,Unfurnished,7,1,2,Yes,K Raheja Vistas Premiere,22000.0,115,2
2,2,1100.0,Furnished,7,1,2,No,Gami Koregaon,35000.0,80,0
3,3,1250.0,Semifurnished,5,1,2,Yes,Marvel Cerise,35000.0,188,1
1,1,0.0,Unfurnished,1,0,0,No,Kharadi,6000.0,134,2
2,2,0.0,Unfurnished,4,1,0,Yes,Leisure Town,19500.0,160,2
1,2,500.0,Semifurnished,8,1,0,No,Xrbia Hinjewadi,5500.0,339,1
2,2,799.0,Unfurnished,5,1,2,No,Forest County,30000.0,69,2
3,3,0.0,Furnished,1,1,0,No,Runwal Seagull,20000.0,282,0
1,1,0.0,Unfurnished,0,1,0,No,Wagholi,4500.0,334,2
4,5,0.0,Unfurnished,6,1,2,Yes,Panchshil One North,24768.73599,230,2
2,2,888.0,Furnished,7,1,0,Yes,Paranjape Yuthika,25000.0,237,0
1,1,0.0,Unfurnished,1,1,0,No,DSK Sundarban Phase 1,13000.0,56,2
1,1,0.0,Unfurnished,0,1,1,No,Manjari Budruk,5500.0,180,2
2,2,720.0,Unfurnished,2,1,2,Yes,Skyways Sereno,14000.0,298,2
1,1,470.0,Unfurnished,1,1,2,Yes,Kolte Patil Life Republic,10001.0,145,2
2,2,800.0,Furnished,1,1,1,Yes,Vilas Javdekar Yashwin Hinjewadi,18000.0,327,0
2,1,0.0,Semifurnished,0,1,0,No,Tingre Nagar,30000.0,316,1
3,3,1414.0,Semifurnished,1,1,2,Yes,Kalpataru Splendour,24000.0,123,1
2,2,0.0,Semifurnished,2,1,0,No,GK Royale Hills,14500.0,76,1
3,3,1251.0,Furnished,8,1,1,Yes,Godrej Horizon,25000.0,93,0
1,1,0.0,Unfurnished,2,1,2,Yes,Sai Sanskruti,12000.0,286,2
1,1,550.0,Semifurnished,3,1,0,No,Vadgaon Sheri,10000.0,320,1
2,2,675.0,Unfurnished,5,1,0,No,Mantra Moments,11000.0,184,2
2,2,770.0,Semifurnished,1,0,1,Yes,Gemini Grand Bay,17000.0,84,1
2,2,800.0,Semifurnished,1,1,0,Yes,Pharande Puneville,14500.0,243,1
3,3,1150.0,Unfurnished,8,1,2,Yes,Paranjape Blue Ridge,22000.0,236,2
2,2,0.0,Semifurnished,1,1,1,Yes,Bramha Avenue,19000.0,40,1
2,2,850.0,Semifurnished,1,1,1,Yes,Mont Vert Seville,18000.0,204,1
2,2,0.0,Semifurnished,8,1,0,Yes,Magarpatta City Iris,24000.0,168,1
1,1,0.0,Unfurnished,1,1,2,Yes,Dhanori,7000.0,59,2
2,2,940.0,Unfurnished,8,1,1,Yes,Palm Atlantis,12000.0,228,2
1,1,0.0,Semifurnished,2,1,0,No,Raviraj Rakshaknagar Gold,16000.0,274,1
1,1,480.0,Unfurnished,1,2,1,Yes,Pristine Prolife,15000.0,258,2
1,1,450.0,Unfurnished,2,0,2,Yes,Vivanta Life Vishakha,12500.0,332,2
2,2,750.0,Unfurnished,2,1,2,Yes,Kumar Park Infinia,14500.0,153,2
2,2,48.59,Unfurnished,7,1,1,Yes,Majestique Manhattan,12000.0,177,2
3,3,1000.0,Unfurnished,4,1,1,Yes,GK Roseland Residency,22000.0,75,2
2,2,1000.0,Semifurnished,4,1,2,Yes,Rohan Leher,20000.0,277,1
3,3,1350.0,Semifurnished,1,2,1,Yes,Bramhacorp F Residences,35000.0,45,1
1,2,0.0,Unfurnished,2,0,0,No,Pimpri Chinchwad,11000.0,247,2
1,1,0.0,Semifurnished,2,0,0,Yes,Maharashtra Housing Board,8500.0,172,1
1,1,0.0,Unfurnished,2,1,0,No,Baner,15000.0,31,2
2,2,0.0,Unfurnished,1,1,0,Yes,Geras Adara,23000.0,87,2
2,2,889.0,Unfurnished,1,1,2,Yes,Kolte Patil Life Republic,13500.0,145,2
1,1,0.0,Semifurnished,0,1,0,No,Wakad,9000.0,335,1
2,2,0.0,Furnished,3,1,2,Yes,Magarpatta City Daffodils,20000.0,167,0
2,2,800.0,Furnished,6,1,1,No,Magarpatta Cosmos Apartment,22000.0,170,0
2,2,1014.0,Semifurnished,7,1,0,Yes,Kumar Kruti,23000.0,151,1
2,2,0.0,Semifurnished,4,1,0,No,Mantra Moments,11000.0,184,1
3,3,0.0,Semifurnished,3,2,1,Yes,Tuscan Estate Signature Meadows,26000.0,318,1
2,2,800.0,Semifurnished,5,1,1,Yes,DSK Sundarban Phase 1,20000.0,56,1
2,2,850.0,Semifurnished,1,1,2,Yes,Nyati Evara,16000.0,223,1
2,2,0.0,Unfurnished,6,1,0,Yes,Kolte Patil Ivy Apartments,15000.0,144,2
2,2,0.0,Semifurnished,2,1,0,No,ITrend Homes,14000.0,110,1
1,1,0.0,Unfurnished,0,0,0,No,Sukhsagar Nagar,7500.0,304,2
1,1,502.0,Semifurnished,9,1,0,No,Paranjape Blue Ridge,16000.0,236,1
3,3,0.0,Furnished,7,1,2,Yes,Green valley,32000.0,103,0
1,1,0.0,Unfurnished,0,1,0,No,New Sanghvi,7500.0,213,2
2,2,0.0,Semifurnished,0,1,0,No,Karve Nagar,15000.0,129,1
1,1,490.0,Semifurnished,0,0,0,No,Kharadi,10000.0,134,1
1,2,550.0,Unfurnished,2,0,0,No,On Req,10000.0,226,2
2,2,0.0,Furnished,0,1,2,Yes,Aundh,32000.0,28,0
2,2,800.0,Unfurnished,7,1,2,Yes,Puraniks Aldea,18000.0,262,2
1,1,318.0,Unfurnished,6,1,2,No,Xrbia Hinjewadi,5400.0,339,2
3,3,1220.0,Unfurnished,9,1,2,Yes,Godrej Horizon,19000.0,93,2
2,2,778.0,Furnished,9,0,1,Yes,Mont Vert Vesta,12000.0,205,0
2,2,950.0,Semifurnished,3,1,2,Yes,Clover Village,23500.0,52,1
3,3,1400.0,Unfurnished,6,1,2,Yes,Goel Ganga Satellite,28000.0,99,2
3,3,1100.0,Semifurnished,3,1,0,Yes,GK Dwarkadheesh Residency,25000.0,73,1
1,1,0.0,Unfurnished,5,1,0,No,ARV Imperia,8500.0,4,2
1,1,500.0,Unfurnished,5,1,0,Yes,Nivasa Udaan,12000.0,216,2
1,1,0.0,Unfurnished,0,1,0,No,Mundhwa,8500.0,206,2
1,1,750.0,Semifurnished,0,0,0,No,Kate Puram,10000.0,131,1
2,2,880.0,Semifurnished,1,1,2,Yes,Nyati Elysia,19000.0,218,1
3,3,2033.0,Unfurnished,6,1,2,Yes,Nyati Esteban 1,30500.0,221,2
3,2,0.0,Unfurnished,1,1,2,No,Om The Island,23500.0,224,2
2,2,905.0,Semifurnished,7,0,1,Yes,Amit Astonia Classic,11000.0,21,1
1,1,495.0,Semifurnished,1,1,1,No,Paranjape Blue Ridge,11000.0,236,1
2,2,0.0,Unfurnished,3,1,0,No,Wadgaon Sheri,20000.0,333,2
2,2,770.0,Furnished,5,1,2,Yes,Atria Grande,19500.0,26,0
2,2,1000.0,Semifurnished,2,1,0,Yes,Amanora Future Towers,25000.0,15,1
2,2,800.0,Furnished,6,1,0,Yes,Neco Gardens,27000.0,211,0
2,2,821.0,Semifurnished,9,1,1,No,7 Plumeria Drive,17000.0,1,1
2,2,960.0,Semifurnished,3,1,2,Yes,Raheja Vistas Phase 2,25500.0,266,1
1,1,500.0,Semifurnished,4,1,1,Yes,Suncity Township,13500.0,305,1
2,2,0.0,Unfurnished,5,1,0,No,Sancheti Belcastel,14000.0,289,2
2,2,0.0,Furnished,0,1,0,Yes,Kumar Kruti,30000.0,151,0
1,1,0.0,Furnished,1,1,0,No,Amanora Park Town,16000.0,18,0
1,1,0.0,Semifurnished,1,1,0,No,Bavdhan,15000.0,32,1
2,2,750.0,Semifurnished,1,1,0,Yes,Megapolis Sparklet,15000.0,195,1
3,2,1300.0,Unfurnished,8,1,2,Yes,Ishwar River Residency,18000.0,113,2
1,1,0.0,Semifurnished,2,1,0,No,Karve Nagar,12500.0,129,1
1,1,0.0,Semifurnished,4,1,0,Yes,Vaishnavi Spring Woods,10000.0,321,1
1,1,500.0,Unfurnished,2,1,0,Yes,Tejaswini Housing Society,14000.0,312,2
1,1,0.0,Semifurnished,0,0,0,No,Katraj,7500.0,132,1
2,2,610.0,Furnished,1,1,0,No,TCG The Cliff Garden,20000.0,307,0
1,2,550.0,Unfurnished,4,1,0,No,SKYi Star Towers,8500.0,283,2
1,1,0.0,Unfurnished,0,1,0,Yes,Chandan Nagar,6000.0,48,2
1,1,460.0,Semifurnished,1,1,0,No,Saarrthi Sovereign,15000.0,284,1
1,1,0.0,Unfurnished,0,1,0,No,Pimple Gurav,5000.0,246,2
2,2,0.0,Semifurnished,9,1,0,No,Teerth Towers,20000.0,311,1
1,1,370.0,Unfurnished,5,2,2,No,Majestique Vanalika,5500.0,178,2
1,1,0.0,Unfurnished,0,0,0,No,Wagholi,5500.0,334,2
1,1,0.0,Furnished,0,0,0,No,Kothrud,6500.0,149,0
2,2,780.0,Unfurnished,2,1,1,Yes,KBD Palladion,17000.0,117,2
2,2,740.0,Unfurnished,8,1,2,No,Neo City,9500.0,212,2
3,3,0.0,Semifurnished,7,1,2,Yes,Lohia Vallonia,28000.0,163,1
2,2,53.89,Unfurnished,9,1,2,Yes,Vilas Yashone,9000.0,328,2
2,2,832.0,Semifurnished,0,1,0,Yes,Mahindra Antheia,24000.0,174,1
2,2,0.0,Furnished,6,0,0,No,Aishwaryam Ventures,13000.0,12,0
1,1,480.0,Furnished,8,1,2,Yes,Raviraj Rakshaknagar Gold,16000.0,274,0
1,1,520.0,Unfurnished,7,1,1,No,Rohan Abhilasha,9600.0,276,2
3,3,1150.0,Semifurnished,5,1,1,Yes,Devi Sacred Heart Town,28000.0,57,1
2,2,680.0,Furnished,2,1,0,No,Gandhi Bafna Ayaan,27000.0,81,0
1,1,0.0,Unfurnished,1,0,0,Yes,Arihant Venkateshwara Green City,3000.0,24,2
2,2,0.0,Furnished,6,1,0,No,Magarpatta City Daffodils,24000.0,167,0
2,2,1000.0,Furnished,5,1,1,No,Panchshil Satellite Towers,43000.0,231,0
3,3,0.0,Semifurnished,1,1,2,Yes,Kunal Aspiree,30000.0,158,1
1,1,500.0,Furnished,1,0,0,No,Shahu Colony,13000.0,293,0
3,3,1205.0,Semifurnished,1,1,1,Yes,Kolte Patil Ivy Apartments,16500.0,144,1
2,2,0.0,Furnished,9,1,2,Yes,Magarpatta City Iris,25000.0,168,0
2,2,0.0,Semifurnished,0,1,0,No,Keshav Nagar,16000.0,133,1
1,1,599.0,Unfurnished,0,0,0,No,Vadgaon Sheri,9100.0,320,2
1,1,0.0,Unfurnished,2,1,0,No,Kharadi,10000.0,134,2
2,2,0.0,Unfurnished,6,1,0,No,Mittal Arc Vista,16500.0,199,2
1,1,600.0,Furnished,9,1,2,Yes,Amanora Neo Towers,27000.0,17,0
2,2,850.0,Unfurnished,5,1,2,Yes,GK Vedanta,15500.0,78,2
2,2,1125.0,Semifurnished,6,1,2,Yes,Ravinanda Skylights,13500.0,273,1
4,4,2415.0,Furnished,8,2,2,Yes,Panchshil Waterfront,24768.73599,233,0
3,4,3000.0,Unfurnished,9,1,2,Yes,K Raheja Vistas Premiere maxima,43000.0,116,2
2,1,585.0,Unfurnished,5,0,0,No,Kalpataru Estate,16500.0,120,2
1,2,0.0,Unfurnished,5,1,0,Yes,Magarpatta Heliconia,15000.0,171,2
1,1,450.0,Unfurnished,4,0,2,Yes,Bramha Avenue,13000.0,40,2
2,2,748.0,Furnished,7,1,0,No,Rama Melange Residences,15000.0,272,0
1,1,550.0,Unfurnished,7,0,2,Yes,ARV Ganga Kingston,12000.0,3,2
2,2,1000.0,Semifurnished,2,0,2,Yes,Kumar Park Infinia,16000.0,153,1
2,2,850.0,Semifurnished,5,1,2,Yes,KBD Palladion,16000.0,117,1
2,2,724.0,Semifurnished,1,1,2,Yes,Duville Riverdale Heights,23000.0,65,1
2,2,0.0,Furnished,3,1,0,No,Raviraj Rakshaknagar Gold,22500.0,274,0
1,1,500.0,Unfurnished,6,1,1,Yes,Megapolis Sparklet,12000.0,195,2
3,3,1050.0,Semifurnished,5,1,2,No,Kukreja Heritage,25000.0,150,1
2,2,900.0,Furnished,6,1,2,Yes,Bramha Sun City Phase 1,30000.0,43,0
3,2,0.0,Unfurnished,2,1,0,No,Kalyani Nagar,45000.0,125,2
2,2,900.0,Unfurnished,9,1,2,Yes,Aple Ghar Society,17000.0,23,2
1,1,450.0,Unfurnished,0,0,0,Yes,Vadgaon Sheri,6500.0,320,2
2,2,630.0,Unfurnished,6,1,0,Yes,Pristine Greens,12000.0,256,2
6,6,0.0,Semifurnished,0,2,2,Yes,Kharadi,15000.0,134,1
1,1,0.0,Unfurnished,0,1,0,Yes,Wadgaon Sheri,11000.0,333,2
2,2,700.0,Unfurnished,8,1,0,No,Mantra Moments,13000.0,184,2
3,2,0.0,Semifurnished,1,1,1,Yes,Kumar Kruti,24000.0,151,1
2,2,900.0,Semifurnished,1,1,2,Yes,Mantra Moments,12500.0,184,1
2,2,0.0,Semifurnished,4,1,2,Yes,Kumar Primavera,18000.0,156,1
3,3,0.0,Unfurnished,1,1,2,Yes,Panchshil Towers,60000.0,232,2
3,3,0.0,Unfurnished,1,1,2,Yes,Panchshil Towers,53000.0,232,2
2,1,750.0,Unfurnished,9,0,0,No,ARV New Town,10000.0,5,2
3,2,1205.0,Semifurnished,1,1,0,Yes,Megapolis Sunway,16000.0,197,1
2,2,960.0,Unfurnished,1,1,1,Yes,Kunal Aspiree,20000.0,158,2
3,3,1200.0,Unfurnished,6,1,2,Yes,Clover Village,33000.0,52,2
1,1,0.0,Unfurnished,0,1,0,No,Tingre Nagar,12000.0,316,2
1,1,475.0,Unfurnished,2,1,0,Yes,Keshav Nagar,6500.0,133,2
3,2,0.0,Semifurnished,1,1,1,Yes,Kumar Kruti,25000.0,151,1
2,2,1026.0,Unfurnished,1,1,1,Yes,Bramhacorp F Residences,30000.0,45,2
2,1,0.0,Furnished,1,1,0,Yes,Gemini Grand Bay,17000.0,84,0
1,1,450.0,Unfurnished,6,1,0,Yes,Rohan Abhilasha,10500.0,276,2
1,2,600.0,Furnished,6,1,2,Yes,Bhandari Savannah,11500.0,37,0
2,2,0.0,Furnished,4,1,0,Yes,Magarpatta City Jasminium,28000.0,169,0
2,2,780.0,Furnished,7,1,2,Yes,Magarpatta City Iris,18000.0,168,0
2,2,780.0,Unfurnished,1,1,0,No,Kohinoor Tinsel Town,18000.0,137,2
2,2,850.0,Unfurnished,1,1,2,Yes,TCG The Crown Greens,14500.0,308,2
2,2,648.0,Unfurnished,1,1,1,Yes,ITrend Homes,15000.0,110,2
2,3,1200.0,Furnished,0,1,0,Yes,Ghorpadi,24000.0,89,0
2,2,820.0,Unfurnished,4,1,1,Yes,Kolte Patil Western Avenue,19999.0,146,2
1,1,300.0,Semifurnished,1,0,0,No,Kalyani Nagar,12000.0,125,1
2,1,600.0,Furnished,2,1,2,No,Gami Koregaon,20000.0,80,0
1,1,0.0,Unfurnished,0,2,0,No,Kalwad Wasti,8500.0,124,2
1,1,250.0,Unfurnished,4,1,0,No,Aundh,6000.0,28,2
3,3,1850.0,Semifurnished,9,2,2,Yes,Kolte Patil 24K Opula,45000.0,141,1
1,1,700.0,Unfurnished,2,1,0,Yes,Tejaswini Housing Society,11000.0,312,2
2,2,850.0,Furnished,6,1,2,Yes,Gini Viviana,25000.0,91,0
2,2,857.0,Semifurnished,6,1,1,Yes,Arihant Venkateshwara Green City,13000.0,24,1
2,2,900.0,Semifurnished,6,1,1,Yes,AG Imperial Towers,16000.0,2,1
1,1,0.0,Unfurnished,0,0,0,No,Chandan Nagar,7000.0,48,2
1,1,0.0,Unfurnished,2,1,0,No,Vadgaon Sheri,11000.0,320,2
1,1,0.0,Semifurnished,0,0,0,Yes,New Sanghvi,11000.0,213,1
2,2,650.0,Unfurnished,2,1,0,No,Katraj,13000.0,132,2
1,1,450.0,Unfurnished,0,1,0,No,Bhosari,8500.0,38,2
2,2,1030.0,Semifurnished,4,1,0,Yes,Kohinoor Tinsel Town Phase 2,15500.0,138,1
1,1,0.0,Unfurnished,0,0,0,No,Sasane Nagar,7000.0,292,2
1,1,0.0,Unfurnished,0,1,0,No,On req,8500.0,227,2
2,2,900.0,Unfurnished,9,1,1,Yes,Raheja Vistas Phase 2,20000.0,266,2
2,2,960.0,Semifurnished,2,1,1,Yes,Nandan Inspera,22000.0,208,1
2,2,875.0,Furnished,2,1,2,Yes,Mahindra Antheia,45000.0,174,0
1,1,0.0,Furnished,2,1,0,No,Baner,14500.0,31,0
1,1,0.0,Semifurnished,2,1,2,Yes,Paranjape Blue Ridge,15000.0,236,1
2,2,1060.0,Unfurnished,4,1,2,No,Devi Sacred Heart Town,20000.0,57,2
1,1,400.0,Semifurnished,0,1,0,No,Kharadi,9000.0,134,1
1,1,0.0,Unfurnished,1,0,0,No,Kothrud,9000.0,149,2
2,2,901.0,Unfurnished,2,1,2,Yes,Belvalkar Solacia,12500.0,34,2
2,2,0.0,Semifurnished,2,1,0,No,Prem Mairah Residences,16000.0,250,1
1,1,526.0,Unfurnished,1,1,0,Yes,Paranjape Blue Ridge,15000.0,236,2
1,1,0.0,Unfurnished,4,1,0,No,Pimple Gurav,10000.0,246,2
2,2,0.0,Semifurnished,2,1,0,No,Paranjape Azure,20000.0,235,1
5,3,2300.0,Semifurnished,0,3,1,Yes,Karve Nagar,50000.0,129,1
2,1,700.0,Unfurnished,1,1,2,Yes,Dreams Elina,13000.0,64,2
1,1,480.0,Semifurnished,6,1,2,Yes,Godrej Horizon,10000.0,93,1
1,1,0.0,Unfurnished,1,2,0,No,Pimpri Chinchwad,14000.0,247,2
3,3,0.0,Furnished,1,2,2,Yes,Kolte Patil 24K Opula,55000.0,141,0
2,2,1100.0,Unfurnished,2,1,0,No,Wagholi,13000.0,334,2
1,1,0.0,Unfurnished,0,0,0,No,On Req,6500.0,226,2
1,1,650.0,Unfurnished,2,1,0,No,Bhairav Nagar,10000.0,35,2
2,2,750.0,Semifurnished,9,1,1,Yes,Arihant Venkateshwara Green City,17500.0,24,1
2,2,844.0,Semifurnished,4,1,2,Yes,Majestique City,14000.0,175,1
2,2,1050.0,Semifurnished,1,1,0,No,Megapolis Sunway,20000.0,197,1
1,1,450.0,Unfurnished,5,1,0,No,Siddhi The Address,11000.0,297,2
2,2,1000.0,Semifurnished,1,1,1,Yes,Bramhacorp F Residences,26000.0,45,1
3,3,1200.0,Unfurnished,5,1,2,Yes,K Raheja Gardens,26000.0,114,2
1,1,0.0,Semifurnished,2,0,0,No,GK Dayal Heights,16000.0,72,1
1,1,0.0,Unfurnished,0,0,0,No,Hadapsar,5500.0,105,2
2,2,750.0,Semifurnished,3,1,0,No,Majestique City,12000.0,175,1
2,2,1000.0,Unfurnished,1,1,2,Yes,AG Imperial Towers,17000.0,2,2
2,1,725.0,Unfurnished,5,1,1,Yes,Gangadham Apartment,11000.0,83,2
1,1,650.0,Unfurnished,4,1,2,Yes,Hari Ganga,18000.0,106,2
1,1,500.0,Unfurnished,5,1,1,Yes,Venkatesh Graffiti,15000.0,325,2
2,2,839.0,Unfurnished,1,1,1,Yes,Kolte Patil Life Republic,13999.0,145,2
3,3,1450.0,Furnished,8,2,2,No,Goel Ganga Carnation,50000.0,95,0
1,2,480.0,Unfurnished,0,1,0,No,Gokhale Nagar,16000.0,101,2
2,2,67.51,Unfurnished,1,1,2,Yes,Bramhacorp F Residences,26000.0,45,2
2,2,550.0,Unfurnished,7,1,1,Yes,Kumar Pebble Park,14000.0,154,2
3,2,1366.0,Furnished,1,1,1,Yes,Paranjape Blue Ridge,36000.0,236,0
3,3,2340.0,Unfurnished,8,3,2,Yes,Panchshil Towers,65000.0,232,2
3,3,1500.0,Semifurnished,6,0,1,Yes,Rohan Abhilasha,19000.0,276,1
1,1,300.0,Semifurnished,3,1,1,Yes,Lohegaon,3700.0,162,1
2,2,800.0,Unfurnished,2,1,2,No,Megapolis Sunway,16200.0,197,2
2,1,0.0,Semifurnished,0,0,0,No,Sasane Nagar,14000.0,292,1
2,2,0.0,Semifurnished,9,1,2,Yes,Nyati Esteban 1,21000.0,221,1
2,2,740.0,Semifurnished,5,1,2,Yes,Siddhashila Eela,13000.0,296,1
2,1,0.0,Unfurnished,0,1,0,No,Kharadi,15000.0,134,2
2,2,890.0,Unfurnished,4,1,1,Yes,Karia Konark Campus,26000.0,126,2
1,1,0.0,Unfurnished,0,1,0,No,New Sanghvi,10500.0,213,2
2,2,0.0,Furnished,1,1,0,Yes,Magarpatta City Daffodils,21000.0,167,0
3,3,0.0,Semifurnished,4,1,2,Yes,Kolte Patil 24K Glamore,27000.0,139,1
2,3,0.0,Semifurnished,5,0,2,Yes,Lohia Vallonia,25000.0,163,1
2,2,635.0,Unfurnished,2,1,0,Yes,Tata La Montana,16000.0,310,2
2,2,1060.0,Unfurnished,1,1,2,Yes,Rohan Tarang,19000.0,279,2
1,1,0.0,Unfurnished,0,1,0,No,Akurdi,14000.0,13,2
2,2,750.0,Semifurnished,3,1,0,No,Bhandari Nea Plus,15000.0,36,1
2,2,818.0,Semifurnished,5,1,1,Yes,Hill Shire,10500.0,108,1
1,1,550.0,Semifurnished,5,1,2,Yes,Nano Homes,13000.0,210,1
1,2,400.0,Unfurnished,3,0,2,Yes,nul,8000.0,341,2
3,3,1200.0,Unfurnished,4,1,0,Yes,Raheja Vistas Phase 2,25000.0,266,2
3,3,836.0,Unfurnished,2,1,2,Yes,Vilas Javdekar Yashwin Hinjewadi,25000.0,327,2
4,4,0.0,Semifurnished,0,1,0,No,Pride Purple Park Street,45000.0,252,1
2,2,0.0,Semifurnished,1,1,0,No,Nigdi,20000.0,214,1
2,2,867.0,Semifurnished,2,1,2,Yes,Paranjape Blue Ridge,16999.0,236,1
1,1,500.0,Unfurnished,2,1,0,No,New Sanghvi,10000.0,213,2
1,1,0.0,Unfurnished,2,0,0,No,Kalwad Wasti,8501.0,124,2
2,2,0.0,Furnished,5,1,1,Yes,Magarpatta City Iris,15000.0,168,0
1,1,0.0,Unfurnished,0,0,0,No,Mundhwa,8000.0,206,2
1,1,525.0,Semifurnished,2,1,0,No,Shanta Niketan Housing Society,13000.0,294,1
2,2,900.0,Unfurnished,3,1,2,Yes,Naiknavare Sylvan Heights,23500.0,207,2
3,2,1060.0,Semifurnished,5,1,1,Yes,Sai Sanskruti,16500.0,286,1
2,3,0.0,Unfurnished,4,1,2,Yes,Magarpatta City Jasminium,20000.0,169,2
2,2,860.0,Unfurnished,6,1,2,Yes,Kumar Park Infinia,13500.0,153,2
1,1,0.0,Unfurnished,0,2,0,No,Wadgaon Sheri,10000.0,333,2
2,2,800.0,Semifurnished,2,1,2,Yes,Nyati Elysia,22000.0,218,1
1,1,410.0,Unfurnished,4,1,2,Yes,Dreams Aakruti,7500.0,63,2
2,2,850.0,Semifurnished,5,1,2,Yes,Devi Sacred Heart Town,30000.0,57,1
1,1,450.0,Unfurnished,7,1,2,Yes,Puraniks Abitante,13000.0,261,2
2,2,800.0,Semifurnished,5,1,2,Yes,Mont Vert Seville,20000.0,204,1
2,2,0.0,Furnished,8,2,0,No,Saarrthi Sovereign,20000.0,284,0
1,1,750.0,Unfurnished,0,1,0,No,Keshav Nagar,9100.0,133,2
2,2,810.0,Semifurnished,1,1,0,Yes,Bella Casa Baner,16999.0,33,1
3,3,1250.0,Unfurnished,1,1,2,Yes,Bramhacorp F Residences,35000.0,45,2
1,1,0.0,Semifurnished,0,1,0,Yes,On Req,15000.0,226,1
3,3,1250.0,Unfurnished,6,1,2,Yes,Pristine Prolife,21000.0,258,2
1,1,0.0,Unfurnished,1,0,0,No,Keshav Nagar,8500.0,133,2
1,1,420.0,Unfurnished,1,1,2,Yes,Kumar Paradise,12000.0,152,2
3,3,1366.0,Furnished,6,1,1,Yes,Paranjape Blue Ridge,33000.0,236,0
2,2,900.0,Semifurnished,1,0,2,Yes,Runal Gateway,17000.0,281,1
3,3,1387.0,Semifurnished,4,1,2,Yes,AWHO Vijay Vihar,20000.0,6,1
3,2,1075.0,Semifurnished,2,1,1,Yes,Neco Gardens,20000.0,211,1
2,2,715.0,Unfurnished,2,1,0,Yes,Gini Viviana,19000.0,91,2
3,3,0.0,Semifurnished,2,2,0,No,Godrej Infinity,30000.0,94,1
2,2,690.0,Unfurnished,1,1,2,Yes,Bramhacorp F Residences,29000.0,45,2
2,2,950.0,Unfurnished,1,1,0,No,Kolte Patil Ivy Apartments,15600.0,144,2
1,1,0.0,Unfurnished,0,0,0,No,Lohegaon,6000.0,162,2
2,2,805.0,Semifurnished,7,1,0,No,Megapolis Sunway,14000.0,197,1
1,1,500.0,Unfurnished,0,0,0,No,Vadgaon Sheri,10500.0,320,2
2,2,2000.0,Furnished,1,1,2,Yes,Nirmal Township,16000.0,215,0
2,2,0.0,Semifurnished,4,0,1,Yes,GK Rose Valley,21000.0,74,1
1,2,669.0,Semifurnished,2,1,2,Yes,Godrej Infinity,18000.0,94,1
1,1,0.0,Unfurnished,0,0,0,No,Manjri,5000.0,181,2
2,2,1224.0,Semifurnished,8,1,1,Yes,Nyati Eternity,14800.0,222,1
3,3,1350.0,Unfurnished,3,0,2,Yes,Sudhir Mandke Advantage Homes,27000.0,303,2
1,1,500.0,Unfurnished,1,0,0,Yes,Manjari Budruk,6500.0,180,2
2,2,950.0,Furnished,1,1,2,Yes,Kolte Patil Western Avenue,20000.0,146,0
2,2,0.0,Furnished,1,1,0,No,Rama Melange Residences,26000.0,272,0
1,1,0.0,Semifurnished,7,1,1,Yes,Pebbles Urbania,16500.0,240,1
2,2,968.0,Semifurnished,7,1,0,No,Belvalkar Solacia,13000.0,34,1
2,2,60.1,Semifurnished,8,1,0,No,DNV Elite Homes,17000.0,54,1
1,1,492.0,Unfurnished,4,1,0,No,Goel Ganga Legend County,16500.0,97,2
1,1,0.0,Semifurnished,4,0,0,No,Xrbia City,6000.0,338,1
5,4,0.0,Semifurnished,0,2,0,No,Baner,55000.0,31,1
1,1,445.0,Furnished,2,1,2,Yes,Paranjape Blue Ridge,16500.0,236,0
2,2,1000.0,Semifurnished,1,1,2,Yes,Kolte Patil Western Avenue,21000.0,146,1
2,2,0.0,Semifurnished,7,1,0,No,Paranjape Azure,21000.0,235,1
1,1,530.0,Unfurnished,6,1,2,Yes,ARV Ganga Kingston,12000.0,3,2
2,2,840.0,Semifurnished,3,1,0,Yes,Vasant Utsav,18000.0,322,1
4,4,0.0,Semifurnished,8,1,2,Yes,Panchshil One North,24768.73599,230,1
2,2,850.0,Furnished,7,1,1,No,Naiknavare Sylvan Heights,28000.0,207,0
1,1,0.0,Unfurnished,2,1,1,Yes,Bunty Mayur Kilbil,13500.0,46,2
3,3,1450.0,Semifurnished,4,1,1,Yes,Goel Ganga Satellite,29000.0,99,1
1,1,0.0,Semifurnished,0,1,0,No,Dhankawadi,12000.0,58,1
1,1,650.0,Semifurnished,2,1,2,Yes,Madhuban Society,14500.0,165,1
2,2,850.0,Semifurnished,4,1,1,Yes,Karia Konark Campus,21000.0,126,1
2,2,0.0,Unfurnished,2,1,0,Yes,Mahesh Society,14000.0,173,2
1,1,250.0,Semifurnished,1,1,0,Yes,Splendour County,12000.0,302,1
3,3,0.0,Semifurnished,7,1,2,Yes,The Omega Paradise Phase 1,24000.0,313,1
2,2,950.0,Semifurnished,8,1,2,Yes,Magarpatta Annex,18000.0,166,1
3,3,1400.0,Furnished,1,1,2,Yes,Godrej Horizon,27000.0,93,0
1,1,900.0,Furnished,2,1,0,No,Magarpatta City Iris,7000.0,168,0
1,1,500.0,Unfurnished,1,1,2,Yes,Duville Riverdale Heights,15000.0,65,2
3,3,1200.0,Semifurnished,4,1,1,Yes,Pride Purple Park Street,25000.0,252,1
