Area_sqft,Location,BHK,Parking,Gym,Pool,Lift,PowerBackup,AC,Rent_Monthly
1270,Pashan,2,0,0,1,0,0,0,51000.0
558,Vasai east,1,1,0,0,1,1,0,8700.0
1237,Nahur,3,1,1,1,1,1,0,108300.0
715,Badlapur West,1,1,0,0,1,0,0,11000.0
1179,Wakad,2,1,1,1,1,1,0,34800.0
495,Thane,1,1,0,0,1,1,0,6300.0
570,Hinjewadi,1,1,0,0,1,1,0,8100.0
575,Kalyan,1,0,0,1,1,0,0,10800.0
675,Badlapur East,1,1,0,0,1,1,0,8600.0
634,Ambernath West,1,1,1,0,1,1,0,7100.0
580,Mira Bhayandar,1,1,0,0,1,1,0,15600.0
1185,Kondhwa,3,1,1,1,1,1,0,42000.0
2665,Pashan,3,1,1,1,1,1,0,187500.0
1305,Kondhwa,3,1,1,1,1,1,0,79500.0
995,Kondhwa,2,1,1,1,1,1,0,39000.0
1014,Kondhwa,2,1,1,1,1,1,0,31800.0
756,Juhu,2,1,1,1,1,1,0,33000.0
1237,Nahur,3,1,1,1,1,1,0,108300.0
715,Badlapur West,1,1,0,0,1,0,0,11000.0
575,Kalyan,1,0,0,1,1,0,0,10800.0
675,Badlapur East,1,1,0,0,1,1,0,8600.0
1179,Wakad,2,1,1,1,1,1,0,34800.0
495,Thane,1,1,0,0,1,1,0,6300.0
570,Hinjewadi,1,1,0,0,1,1,0,8100.0
670,Kalyan,1,1,0,1,1,1,0,12000.0
500,Naigaon East,1,1,1,1,1,1,0,6600.0
500,Naigaon East,1,1,1,0,1,1,0,6900.0
673,Ambarnath,1,1,1,1,1,1,0,8000.0
650,Kothrud,1,1,0,0,1,1,1,13800.0
634,Ambernath West,1,1,1,0,1,1,0,7100.0
735,Wagholi,1,1,0,0,1,1,0,15000.0
952,Sector 21 Ulwe,2,1,0,0,1,1,0,21600.0
1150,Dronagiri,2,1,0,0,1,1,0,18300.0
1250,Nerul,2,1,1,0,1,1,0,55500.0
650,Karanjade,1,1,0,0,1,1,0,14100.0
690,Karanjade,1,1,0,0,1,1,0,12300.0
670,Karanjade,1,1,0,0,1,1,0,12000.0
654,Karanjade,1,1,0,0,1,1,0,12900.0
630,Karanjade,1,1,0,0,1,1,0,11800.0
635,Karanjade,1,1,0,0,1,1,0,11600.0
1750,Sanpada,3,1,0,0,1,1,0,67500.0
1250,Sanpada,2,1,0,0,1,1,0,51000.0
687,Sector-18 Ulwe,1,1,1,0,1,1,0,18000.0
1310,Sector-8 Ulwe,2,1,1,1,1,1,0,33300.0
690,Dronagiri,1,1,0,0,1,1,0,10500.0
1070,Dronagiri,2,1,1,1,1,1,0,15600.0
540,Wagholi,1,1,0,0,1,1,0,17400.0
1135,Wagholi,2,1,0,0,1,1,0,18600.0
3000,Sector-3 Ulwe,4,1,1,1,1,1,0,82500.0
1500,Sector-3 Ulwe,3,1,0,1,1,1,0,46500.0
1440,Sector-3 Ulwe,2,1,1,1,1,1,0,41400.0
704,Dronagiri,1,1,0,0,1,1,0,10200.0
688,Dronagiri,1,1,1,0,1,1,0,10500.0
667,Sector 17 Ulwe,1,1,0,0,1,1,0,15600.0
625,Dronagiri,1,1,0,0,1,1,0,7200.0
650,Sector 23 Ulwe,1,1,1,0,1,1,0,14700.0
1310,Sector-8 Ulwe,2,1,1,1,1,1,0,33300.0
690,Dronagiri,1,1,0,0,1,1,0,10500.0
1070,Dronagiri,2,1,1,1,1,1,0,15600.0
540,Wagholi,1,1,0,0,1,1,0,17400.0
1135,Wagholi,2,1,0,0,1,1,0,18600.0
3000,Sector-3 Ulwe,4,1,1,1,1,1,0,82500.0
1500,Sector-3 Ulwe,3,1,0,1,1,1,0,46500.0
1440,Sector-3 Ulwe,2,1,1,1,1,1,0,41400.0
704,Dronagiri,1,1,0,0,1,1,0,10200.0
688,Dronagiri,1,1,1,0,1,1,0,10500.0
667,Sector 17 Ulwe,1,1,0,0,1,1,0,15600.0
625,Dronagiri,1,1,0,0,1,1,0,7200.0
650,Sector 23 Ulwe,1,1,1,0,1,1,0,14700.0
610,Wagholi,1,1,0,0,1,1,0,13500.0
1560,Wagholi,3,1,1,1,1,1,0,43500.0
1150,Sector 17 Ulwe,2,1,1,0,1,1,0,24600.0
2130,Nerul,3,1,1,1,1,1,0,88500.0
665,Sector 17 Ulwe,1,1,1,0,1,1,0,14700.0
1155,Dronagiri,2,1,0,0,1,1,0,15000.0
1120,Dronagiri,2,1,1,1,1,1,0,15900.0
1000,Sector 17 Ulwe,2,1,0,0,1,1,0,21000.0
690,Sector 23 Ulwe,1,1,1,0,1,1,0,10800.0
655,Sector 17 Ulwe,1,1,0,0,1,1,0,11400.0
655,Sector 17 Ulwe,1,1,0,0,1,1,0,10500.0
650,ULWE SECTOR 19,1,1,0,0,1,1,0,11100.0
1220,Wagholi,2,1,1,1,1,1,0,25500.0
700,Wagholi,1,1,1,0,1,1,0,14700.0
547,Ghodbunder Road,1,1,0,0,1,1,0,16200.0
1435,Juhu,3,1,1,1,1,1,0,180300.0
650,Dronagiri,1,1,0,0,1,1,0,9000.0
665,Dronagiri,1,1,0,0,1,1,0,11000.0
690,Dronagiri,1,1,0,0,1,1,0,12600.0
675,Dronagiri,1,1,1,0,1,1,0,9000.0
1250,Hinjewadi,2,1,1,1,1,1,0,20400.0
625,Karanjade,1,1,0,0,1,1,0,9900.0
530,Karanjade,1,1,0,0,1,1,0,8600.0
395,Karanjade,1,1,0,0,1,1,0,6300.0
1090,Karanjade,2,1,0,0,1,1,0,18900.0
1010,Karanjade,2,1,0,0,1,1,0,19200.0
1010,Karanjade,2,1,0,0,1,1,0,18000.0
547,Ghodbunder Road,1,1,0,0,1,1,0,16200.0
1435,Juhu,3,1,1,1,1,1,0,180300.0
650,Dronagiri,1,1,0,0,1,1,0,9000.0
665,Dronagiri,1,1,0,0,1,1,0,11000.0
690,Dronagiri,1,1,0,0,1,1,0,12600.0
675,Dronagiri,1,1,1,0,1,1,0,9000.0
952,Sector 21 Ulwe,2,1,0,0,1,1,0,21600.0
1150,Dronagiri,2,1,0,0,1,1,0,18300.0
568,Bhiwandi,2,1,1,0,1,1,0,12000.0
1107,Undri,3,1,0,0,1,1,0,22500.0
605,Talegaon,1,1,1,1,1,1,0,7700.0
850,Talegaon,2,1,1,1,1,1,0,10800.0
778,Undri,2,1,0,0,1,1,0,17300.0
802,Bhiwandi,2,1,1,1,1,1,0,20900.0
570,Talegaon,1,1,1,1,1,1,0,7400.0
829,Bhiwandi,2,1,1,1,1,1,0,18400.0
710,Kothrud,1,1,1,1,1,1,0,16800.0
1227,Bhiwandi,3,1,1,1,1,1,0,25800.0
1108,Bhiwandi,3,1,1,1,1,1,0,24300.0
1032,Bhiwandi,2,1,1,1,1,1,0,24300.0
985,Bhiwandi,2,1,1,1,1,1,0,22500.0
880,Bhiwandi,2,1,1,1,1,1,0,20400.0
829,Bhiwandi,2,1,1,1,1,1,0,18600.0
802,Bhiwandi,2,1,1,1,1,1,0,16800.0
709,Talegaon,2,1,1,0,1,1,0,18000.0
534,Talegaon,1,1,1,0,1,1,0,12300.0
965,Talegaon,2,1,0,0,1,1,0,14400.0
730,Talegaon,1,1,0,0,1,1,0,11100.0
930,Undri,2,1,0,0,1,1,0,13800.0
650,Undri,1,1,0,0,1,1,0,10000.0
650,Dahisar,1,1,1,1,1,1,0,19500.0
1462,Ghatkopar,3,1,1,1,1,1,0,54000.0
676,Ghatkopar,1,1,1,1,1,1,0,25500.0
1638,Wadala,3,1,1,1,1,1,0,86400.0
1701,Wadala,3,1,1,1,1,1,0,90000.0
2376,Wadala,3,1,1,1,1,1,0,135300.0
2061,Wadala,3,1,1,1,1,1,0,117600.0
1431,Wadala,2,1,1,1,1,1,0,76200.0
1050,Kharadi,2,1,1,0,1,1,0,45600.0
1260,Andheri East,2,1,1,1,1,1,0,60000.0
1404,Goregaon East,2,1,1,1,1,1,0,87000.0
1200,Malad East,3,0,1,1,1,1,0,90000.0
1413,Worli South Mumbai,2,1,1,1,1,1,0,139500.0
2016,Andheri East,3,1,1,1,1,1,0,100200.0
574,Asangaon,1,1,1,1,1,1,0,6100.0
507,Thane,1,0,0,0,0,0,0,25500.0
1151,Koparkhairane Station Road,2,1,1,0,1,1,0,37500.0
550,Thane,2,1,1,0,1,1,0,19800.0
565,Thane,2,1,1,0,1,1,0,20700.0
547,Thane,2,1,1,0,1,1,0,20400.0
556,Thane,2,1,1,0,1,1,0,20100.0
950,Thane,2,1,1,0,1,1,0,9000.0
600,Thane,2,1,1,0,1,1,0,13500.0
600,Thane,2,1,1,0,1,1,0,15900.0
600,Thane,1,1,1,0,1,1,0,9000.0
800,Thane,2,1,1,0,1,1,0,13500.0
275,Thane,1,1,1,0,1,1,0,15900.0
1050,Koparkhairane Station Road,2,1,1,0,1,1,0,31500.0
1155,Koparkhairane Station Road,2,1,1,0,1,1,0,30000.0
1350,Sector 17 Ulwe,2,1,1,0,0,1,0,48000.0
1760,Kopar Khairane Sector 19A,3,1,0,0,1,1,0,51000.0
1650,Koper Khairane,3,1,1,0,0,1,0,35100.0
725,Koparkhairane Station Road,1,1,1,0,0,1,0,22500.0
1300,Kanjurmarg,3,1,1,1,1,1,0,69000.0
950,Thane,2,1,1,0,1,1,0,9000.0
600,Thane,2,1,1,0,1,1,0,13500.0
600,Thane,2,1,1,0,1,1,0,15900.0
600,Thane,1,1,1,0,1,1,0,9000.0
800,Thane,2,1,1,0,1,1,0,13500.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,9000.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,15900.0
1065,Thane,2,1,1,0,1,1,0,13500.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,9000.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,25500.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,6000.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,15900.0
275,Thane,1,1,1,0,1,1,0,9000.0
275,Thane,1,1,1,0,1,1,0,6000.0
530,Thane,1,1,1,0,1,1,0,9000.0
600,Kharadi,1,1,1,1,1,1,0,26400.0
1245,Eastern Express Highway Vikhroli,2,1,1,0,1,1,0,51000.0
1257,Magathane,2,1,1,0,0,1,0,62100.0
1175,Magathane,2,1,1,0,0,1,0,54000.0
1053,Magathane,2,1,1,0,0,1,0,52500.0
1052,Rawal Pada,2,1,1,0,1,1,0,55500.0
730,Ambernath East,1,1,0,0,1,1,0,11600.0
650,Dokali Pada,2,1,1,0,1,0,0,25500.0
650,Magathane,1,1,0,0,1,1,0,28800.0
650,Magathane,1,1,0,0,1,1,0,32400.0
1050,Dattapada,2,1,0,0,1,1,0,55500.0
1250,Dattapada,2,1,0,0,1,1,0,63000.0
1050,Dattapada,2,1,0,0,1,1,0,45000.0
1150,Magathane,2,1,0,0,1,1,0,63000.0
1450,Magathane,3,1,0,0,1,1,1,90000.0
1450,Magathane,3,1,0,0,1,1,1,90000.0
1550,Magathane,3,1,0,0,1,1,0,81000.0
1075,Magathane,2,1,0,0,1,1,0,66300.0
1075,Magathane,2,1,0,0,1,1,0,66300.0
650,Dokali Pada,2,1,1,0,1,0,0,25500.0
650,Magathane,1,1,0,0,1,1,0,28800.0
650,Magathane,1,1,0,0,1,1,0,32400.0
1050,Dattapada,2,1,0,0,1,1,0,55500.0
1250,Dattapada,2,1,0,0,1,1,0,63000.0
1050,Dattapada,2,1,0,0,1,1,0,45000.0
1150,Magathane,2,1,0,0,1,1,0,63000.0
1450,Magathane,3,1,0,0,1,1,1,90000.0
1450,Magathane,3,1,0,0,1,1,1,90000.0
1550,Magathane,3,1,0,0,1,1,0,81000.0
1075,Magathane,2,1,0,0,1,1,0,66300.0
1075,Magathane,2,1,0,0,1,1,0,66300.0
1350,Magathane,3,1,0,0,1,1,1,55500.0
650,Magathane,1,1,0,0,1,1,0,31500.0
1050,Dattapada,2,1,0,0,1,1,0,49500.0
650,Magathane,1,1,0,0,1,1,0,28800.0
1350,Dattapada,3,1,0,0,1,1,0,85500.0
1650,Magathane,3,1,0,0,1,1,0,84000.0
1050,Dattapada,2,1,0,0,1,1,0,57000.0
1350,Rajendra Nagar,3,1,0,0,1,1,0,56400.0
1650,Magathane,3,1,0,0,1,1,0,81000.0
950,Dattapada,2,1,0,0,1,1,0,45000.0
1300,Dattapada,3,1,0,0,1,1,0,72000.0
600,Dattapada,1,1,0,0,1,1,0,33600.0
1165,Magathane,2,1,0,0,1,1,0,57000.0
1357,Magathane,3,1,0,0,1,1,0,82500.0
1500,Dattapada,3,1,0,0,1,1,0,69000.0
650,Magathane,1,1,0,0,1,1,0,30000.0
1050,Magathane,2,1,0,0,1,1,0,51000.0
1050,Dattapada,2,1,0,0,1,1,0,46500.0
950,Magathane,2,1,0,0,1,1,0,43500.0
1150,Magathane,2,1,0,0,1,1,0,61500.0
1100,Magathane,2,1,0,0,1,1,1,67500.0
1450,Magathane,3,1,0,0,1,1,0,79500.0
1100,Dattapada,3,1,0,0,1,1,0,69000.0
1350,Rajendra Nagar,3,1,0,0,1,1,0,54000.0
1350,Rajendra Nagar,3,1,0,0,1,1,0,57000.0
1650,Magathane,3,1,0,0,1,1,0,87000.0
1050,Magathane,2,1,0,0,1,1,0,49500.0
1150,Magathane,2,1,0,0,1,1,0,61500.0
1150,Rajendra Nagar,3,1,0,0,1,1,0,57000.0
1050,Magathane,2,1,0,0,1,1,0,61500.0
585,Magathane,1,1,0,0,1,1,0,29400.0
585,Magathane,1,1,0,0,1,1,0,29400.0
1250,Magathane,2,1,0,0,1,1,0,63000.0
950,Kulupwadi,2,1,0,0,1,1,0,43500.0
1050,Dattapada,2,1,0,0,1,1,0,49500.0
1050,Dattapada,2,1,0,0,1,1,0,54000.0
1250,Magathane,2,1,0,0,1,1,0,63000.0
1050,Dattapada,2,1,0,0,1,1,0,45000.0
1650,Magathane,3,1,0,0,1,1,1,87000.0
1650,Magathane,3,1,0,0,1,1,1,87000.0
1050,Magathane,2,1,0,0,1,1,0,49500.0
1170,Kandivali East,3,1,0,0,1,1,0,84600.0
1014,Kandivali East,3,1,0,0,1,1,0,79200.0
764,Kandivali East,2,1,0,0,1,1,0,50400.0
820,Kandivali East,2,1,0,0,1,1,0,55800.0
1050,Magathane,2,1,0,0,1,1,0,52500.0
1350,Samata Nagar Thakur Village,3,1,0,0,1,1,0,78000.0
1350,Samata Nagar Thakur Village,3,1,0,0,1,1,0,84000.0
1350,Sector 17 Ulwe,2,1,1,0,0,1,0,48000.0
1760,Kopar Khairane Sector 19A,3,1,0,0,1,1,0,51000.0
1650,Koper Khairane,3,1,1,0,0,1,0,35100.0
725,Koparkhairane Station Road,1,1,1,0,0,1,0,22500.0
1300,Kanjurmarg,3,1,1,1,1,1,0,69000.0
654,Mira Road and Beyond,1,1,1,0,1,1,0,32700.0
400,Mira Road and Beyond,1,1,1,0,1,1,0,22200.0
450,Mira Road and Beyond,1,1,1,0,1,1,0,21900.0
1100,West Amardeep Colony,2,1,1,0,1,1,0,52800.0
385,Pant Nagar,1,1,1,0,1,1,0,22500.0
1346,mumbai,3,1,1,0,0,1,0,108300.0
810,Mira Road and Beyond,2,1,1,0,1,1,0,18000.0
700,Mira Road and Beyond,2,1,1,0,0,1,0,12600.0
1417,Mira Road and Beyond,3,1,1,0,1,1,0,29400.0
783,Mira Road and Beyond,2,1,1,0,1,1,0,10500.0
770,Mira Road and Beyond,1,1,1,0,1,1,0,17400.0
400,Mira Road and Beyond,1,1,1,0,1,1,0,8100.0
750,Mira Road and Beyond,2,1,1,0,1,1,0,12600.0
1180,Mira Road and Beyond,2,1,1,0,1,1,0,19200.0
565,Mira Road and Beyond,1,1,1,0,1,1,0,10500.0
850,Four Bungalows,2,1,1,0,1,0,0,28500.0
450,Four Bungalows,1,1,1,0,1,0,0,21000.0
950,Dattapada,2,1,0,0,1,1,0,52500.0
1250,Dattapada,3,1,0,0,1,1,0,58500.0
1350,no 9,3,1,0,0,1,1,0,78000.0
1200,Dattapada,3,1,0,0,1,1,0,58500.0
850,Dattapada,2,1,0,0,1,1,0,48000.0
1350,Rajendra Nagar,3,1,0,0,1,1,0,57000.0
1650,Magathane,3,1,0,0,1,1,0,81000.0
1650,Magathane,3,1,0,0,1,1,0,81000.0
1350,Rajendra Nagar,3,1,0,0,1,1,0,54000.0
1150,Magathane,2,1,0,0,1,1,0,61500.0
1450,Magathane,3,1,0,0,1,1,0,79500.0
1350,Magathane,3,1,0,0,1,1,1,55500.0
1250,Magathane,3,1,0,0,1,1,1,60000.0
1100,Rajendra Nagar,3,1,0,0,1,1,0,57300.0
1450,Magathane,3,1,0,0,1,1,1,90000.0
1100,Magathane,2,1,0,0,1,1,1,67500.0
560,Kandivali East,2,1,0,0,1,1,0,36000.0
1000,kolshet,2,1,1,0,1,1,0,36000.0
1580,Hiranandani Meadows,3,1,1,0,1,1,0,84000.0
1345,Hiranandani Meadows,3,1,1,0,1,1,0,64500.0
505,Badlapur,1,1,1,1,1,1,0,6500.0
1225,Kalpataru,2,1,0,0,1,1,0,58500.0
1026,kolshet,2,1,0,0,1,1,0,27000.0
900,Thane,2,1,1,1,1,1,0,10500.0
852,Hadapsar,2,1,1,1,1,1,0,28500.0
1157,Wakad,2,1,1,1,1,1,0,39000.0
874,Kondhwa,2,1,1,0,1,1,0,48000.0
969,Khar,2,1,1,1,1,1,0,105000.0
950,Khar,2,1,1,1,1,1,0,104400.0
1115,taloja panchanand,2,1,0,0,1,1,0,23700.0
690,taloja panchanand,1,1,0,0,1,1,0,14100.0
422,Petali,1,1,0,0,1,1,0,11400.0
936,kolshet,2,1,0,0,1,1,0,29400.0
576,kolshet,1,1,0,0,1,1,0,17700.0
600,Borivali East,1,1,1,1,1,1,0,33900.0
907,Borivali East,2,1,1,0,1,1,0,46500.0
1175,Kamothe,2,1,1,1,1,1,0,26200.0
1525,Kharghar Sector 34C,2,0,0,0,0,0,0,39600.0
543,Bhandup West,1,1,1,1,1,1,0,20400.0
1267,Wadala,3,1,1,1,1,1,0,93000.0
1735,Wadala,3,1,1,1,1,1,0,120000.0
3410,Ghatkopar East,4,1,1,0,1,1,0,175500.0
1850,Kondhwa,3,0,1,1,0,0,0,120600.0
702,Mumbai Agra National Highway,1,0,0,0,0,0,0,15000.0
566,Dahisar,1,1,1,0,1,0,0,19500.0
1310,Kondhwa,3,1,1,1,1,1,0,64500.0
506,vasant vihar thane west,1,1,0,0,1,1,0,19200.0
509,Wakad,1,1,1,1,1,1,0,19200.0
950,Pimpri,2,0,0,0,0,0,0,21000.0
685,Shirgaon,1,0,0,0,0,0,0,7000.0
2415,Kandivali East,4,1,1,1,1,1,0,88500.0
900,Pokhran 2,2,0,0,0,0,0,1,31500.0
1440,Sector 20 Kharghar,3,0,0,0,0,0,0,33000.0
650,Virar,1,1,1,1,1,1,0,8400.0
820,Kothrud,2,1,1,1,1,1,0,24000.0
590,Talegaon,1,1,1,1,1,1,0,7800.0
650,Kothrud,1,1,0,0,1,1,0,18000.0
700,Kothrud,1,1,1,1,1,1,0,14400.0
1600,Hadapsar,3,1,1,1,1,1,0,52500.0
1140,Hadapsar,2,1,1,1,1,1,0,30000.0
1502,Hadapsar,3,1,1,1,1,1,0,49500.0
1600,Hadapsar,3,1,1,1,1,1,0,52500.0
650,Hadapsar,1,1,1,1,1,1,0,14400.0
1600,Hadapsar,3,1,1,1,1,1,0,42000.0
1140,Hadapsar,2,1,1,1,1,1,0,30000.0
1325,Hadapsar,2,1,1,1,1,1,0,30000.0
1725,Hadapsar,3,1,1,1,1,1,0,37500.0
1256,Hadapsar,2,1,1,1,1,1,0,40500.0
1600,Hadapsar,3,1,1,1,1,1,0,49500.0
1600,Hadapsar,3,1,1,1,1,1,0,49500.0
2030,Hadapsar,3,1,1,1,1,1,0,63000.0
1725,Hadapsar,3,1,1,1,1,1,0,37500.0
1680,Hadapsar,3,1,1,1,1,1,0,48000.0
1810,Hadapsar,3,1,1,1,1,1,0,51000.0
1325,Hadapsar,2,1,1,1,1,1,0,30000.0
1725,Hadapsar,3,1,1,1,1,1,0,37500.0
1210,Hadapsar,2,1,1,1,1,1,0,28500.0
3275,Hadapsar,4,1,1,1,1,1,0,93300.0
1680,Hadapsar,3,1,1,1,1,1,0,48000.0
1810,Hadapsar,3,1,1,1,1,1,0,51000.0
1325,Hadapsar,2,1,1,1,1,1,0,30000.0
1725,Hadapsar,3,1,1,1,1,1,0,37500.0
1210,Hadapsar,2,1,1,1,1,1,0,28500.0
3275,Hadapsar,4,1,1,1,1,1,0,93300.0
3205,Hadapsar,4,1,1,1,1,1,0,91200.0
1305,Hadapsar,2,1,1,1,1,1,0,36900.0
1230,Hadapsar,2,1,1,1,1,1,0,34800.0
1725,Hadapsar,3,1,1,1,1,1,0,48000.0
1210,Hadapsar,2,1,1,1,1,1,0,28800.0
1660,Hadapsar,3,1,1,1,1,1,0,49500.0
1700,Hadapsar,3,1,1,1,1,1,0,55500.0
1130,Hadapsar,2,1,1,1,1,1,0,46500.0
1810,Hadapsar,3,1,1,1,1,1,0,53700.0
3205,Hadapsar,4,1,1,1,1,1,0,91200.0
1482,Hadapsar,3,1,1,1,1,1,0,39900.0
1890,Kandivali East,4,1,1,1,1,1,0,84000.0
484,Kanjurmarg,1,1,1,1,1,1,0,25500.0
320,Mira Road and Beyond,1,0,0,0,0,0,0,9000.0
1618,Goregaon East,3,0,0,1,1,0,0,88200.0
1475,Kandivali East,3,1,1,1,1,1,0,93000.0
1350,Kandivali East,3,1,1,1,1,1,0,73500.0
1300,Baner,2,1,1,1,1,1,0,66000.0
970,Kondhwa,2,1,1,1,0,1,0,48000.0
1500,Kharadi,3,1,1,0,1,1,0,52500.0
1786,Kandivali East,3,1,1,1,1,1,0,94500.0
1500,Kharadi,3,1,1,1,1,1,0,79500.0
1920,Kandivali East,4,1,1,1,1,1,0,141000.0
1350,Kandivali East,2,1,1,1,1,1,0,63000.0
400,Kandivali East,1,0,0,0,0,0,0,18300.0
640,Bhandup West,2,1,1,1,1,1,0,40500.0
510,Bhandup West,1,0,0,0,1,1,0,16500.0
650,Wagholi,1,1,0,0,1,1,0,13500.0
1175,Palm Beach,2,1,1,1,1,1,0,49500.0
661,Kothrud,1,1,1,1,1,1,0,14400.0
1500,Pashan,3,1,1,1,1,1,0,64500.0
619,Sector 21 Kamothe,1,1,1,0,1,0,0,16500.0
619,Sector 21 Kamothe,1,1,1,0,1,0,0,16800.0
1250,Sector 21 Kamothe,2,1,1,0,1,0,0,28500.0
995,Sector12 Kamothe,2,1,1,0,1,0,0,21000.0
1700,Sector12 Kamothe,3,1,1,0,1,0,0,48000.0
1420,Sector 18 Kamothe,3,1,1,1,1,0,0,31500.0
1100,Sector 19 Kharghar,2,1,1,0,1,0,0,22800.0
1080,Sector 20 Kharghar,2,1,1,0,1,0,0,22200.0
1080,Sector 20 Kharghar,2,1,1,0,1,0,0,21000.0
410,Sector 22 Kamothe,1,1,1,0,1,0,0,9600.0
650,Sector 20 Kharghar,1,1,1,0,1,0,0,15000.0
925,Sector 10,2,1,1,0,1,0,0,19200.0
1200,Sector 20 Kharghar,3,1,1,0,1,0,0,25500.0
1160,Sector 19 Kamothe,2,1,1,0,1,0,0,26100.0
1005,Hinjewadi,2,1,1,0,1,1,0,24600.0
1255,Kamothe,2,1,1,0,1,1,0,19500.0
1256,Sector 20 Kamothe,2,1,1,0,1,1,0,24900.0
1500,Pashan,3,1,1,1,1,1,0,64500.0
1150,Tilak Nagar,2,0,0,0,1,1,0,55500.0
1236,Kamothe,2,1,1,0,0,1,0,28000.0
1700,Kamothe,3,1,1,0,1,1,0,30000.0
1003,Kamothe,2,1,1,0,1,1,0,21000.0
1000,Kamothe,2,1,1,0,1,1,0,17400.0
653,Kamothe,1,1,1,0,0,1,0,14400.0
1575,Kamothe,3,1,1,0,0,1,0,33000.0
1089,Kamothe,2,1,1,0,0,1,0,25500.0
1296,Undri,2,1,1,1,1,1,0,144000.0
686,Talegaon,1,1,1,1,1,1,0,7800.0
650,Wagholi,1,1,0,0,1,1,0,13500.0
1175,Palm Beach,2,1,1,1,1,1,0,49500.0
661,Kothrud,1,1,1,1,1,1,0,14400.0
1500,Pashan,3,1,1,1,1,1,0,64500.0
1150,Tilak Nagar,2,0,0,0,1,1,0,55500.0
1005,Wakad,2,1,1,1,1,1,0,27000.0
1220,Pimpri,3,0,0,0,0,0,0,22500.0
600,Borivali East,1,1,1,0,1,1,0,33000.0
1189,Borivali East,3,1,1,0,1,1,0,67500.0
1000,Dahisar West,2,1,1,0,1,1,0,43500.0
1100,Nerul,2,0,0,0,0,0,0,43500.0
1100,Nerul,2,1,0,0,1,0,0,39000.0
650,Nerul,1,1,0,0,0,0,1,19500.0
400,Kandivali East,1,1,1,1,1,1,0,21000.0
1055,Sector-3 Ulwe,2,1,0,0,0,1,0,23400.0
710,Sector-3 Ulwe,1,1,0,0,0,1,0,15300.0
417,Sinhagad Road,1,1,1,0,1,0,0,27000.0
999,Natakwala Lane,2,1,0,0,1,1,0,51000.0
1080,Borivali East,2,1,1,1,1,1,0,64500.0
1300,Kharadi,3,1,0,0,1,1,0,96000.0
1100,Taloja,2,1,0,0,1,1,0,15900.0
738,Taloja,1,1,1,1,1,1,0,11400.0
900,Link Road,2,1,1,0,1,1,1,48000.0
1500,Borivali East,3,1,1,1,1,1,0,69000.0
900,Baner,2,1,0,0,1,1,0,48900.0
800,Devidas Cross Lane,2,1,0,0,1,1,0,41700.0
900,Soniwadi Road,2,0,1,0,0,1,1,63000.0
900,Haridas Nagar,2,1,1,0,1,1,1,60000.0
900,Shimpoli,2,0,0,0,0,0,1,63000.0
1200,TPS Road,3,1,0,0,1,1,0,55500.0
900,Off Shimpoli road,2,1,1,0,1,1,1,61500.0
510,Wadala,1,1,1,1,1,1,0,37500.0
1735,Wadala,3,1,1,1,1,1,0,120000.0
670,Baner,1,1,0,0,1,0,0,33000.0
800,Worli,1,1,0,0,1,1,0,58500.0
1388,Lower Parel,2,1,0,0,1,1,1,165000.0
1100,Worli,2,1,0,0,1,1,1,135000.0
2450,Kandivali East,4,1,1,1,1,1,0,105000.0
1165,Kandivali East,3,1,1,1,1,1,0,54000.0
1025,Hadapsar,2,1,1,1,1,1,0,33600.0
450,Rustomjee Global City,1,1,0,0,0,0,1,9300.0
900,Sunil Nagar,2,1,1,0,1,0,0,22500.0
603,Sector 30 Kharghar,1,1,0,0,0,1,0,13500.0
1340,Sector 19 Kharghar,2,1,0,0,0,1,0,40500.0
1550,Sector 10,2,1,0,0,0,1,0,48000.0
1160,Sector 10,2,1,0,0,0,1,0,33000.0
650,Sector 20 Kharghar,1,1,0,0,0,1,0,19500.0
610,Sector 20 Kharghar,1,1,0,0,0,1,0,16800.0
860,Sector 10,1,1,0,0,0,1,1,21600.0
640,Sector 20 Kharghar,1,1,0,0,0,1,0,16500.0
560,Sector 15 Kharghar,1,1,0,0,0,1,1,18000.0
